age,job,marital,education,balance,housing,duration,campaign,deposit
58,1,1,0,116,0,580,3,0
35,1,0,0,144,0,163,2,0
38,5,1,0,67,0,74,1,0
32,3,1,1,26,0,222,6,0
40,5,1,2,34,1,350,2,0
43,5,1,2,794,1,38,3,0
39,2,1,0,304,1,323,1,0
31,3,1,1,1812,0,461,1,1
39,1,1,0,2266,0,208,4,1
29,0,0,0,163,1,803,1,1
32,2,0,0,-1139,1,201,1,0
40,1,1,1,84,0,715,8,0
35,1,0,1,0,1,46,2,0
26,2,0,1,12,0,563,1,1
27,3,0,1,2648,0,917,1,1
46,3,1,1,0,0,401,1,0
47,0,1,0,3434,1,337,1,0
25,5,0,0,2007,0,265,2,1
55,3,1,3,559,0,271,2,0
35,5,0,0,0,1,226,3,0
83,4,2,2,1097,0,181,1,1
46,1,1,0,536,1,750,2,1
35,3,1,1,3168,0,24,30,0
60,4,2,1,439,0,464,1,1
55,3,2,1,668,0,25,6,0
50,10,0,0,766,1,253,2,0
31,3,2,1,71,0,119,1,1
53,2,2,2,3107,0,152,1,0
49,0,0,0,293,0,452,1,1
39,6,1,0,270,1,116,1,0
29,10,1,0,123,0,247,1,1
35,5,1,0,563,0,147,1,1
56,2,1,0,9,0,285,2,0
40,5,1,2,-509,1,298,1,0
33,7,1,1,114,0,57,3,0
26,1,0,0,-211,1,164,3,0
30,6,1,1,330,0,111,1,1
51,3,1,1,656,1,268,2,0
28,3,0,1,1825,0,236,1,1
31,3,0,1,12857,1,158,1,1
50,3,1,1,398,0,1567,5,0
24,3,0,1,2845,0,779,2,1
56,1,1,0,589,1,518,1,1
46,3,1,1,1600,1,1244,1,1
37,1,1,0,5953,0,1113,1,0
31,7,2,1,0,1,164,1,0
33,5,1,1,870,0,545,3,0
26,0,0,0,0,1,157,2,0
46,0,0,0,849,1,508,2,1
25,11,0,0,125,0,215,1,1
52,3,1,1,1319,1,113,1,0
36,3,1,1,535,0,150,2,1
37,3,1,1,578,1,401,4,0
55,3,1,2,19,1,56,3,0
59,4,1,2,0,1,20,4,0
33,1,0,0,18,0,93,2,0
42,0,1,2,-466,0,94,15,0
38,5,0,1,172,1,1176,1,1
57,4,1,1,0,1,648,1,1
32,1,1,3,102,1,12,11,0
54,8,1,1,2473,0,607,2,1
64,4,2,2,315,0,154,1,1
49,0,1,0,2501,1,50,2,0
37,3,1,1,0,0,268,2,1
42,5,1,0,351,1,76,21,0
29,1,1,0,0,0,33,2,0
31,3,0,1,533,0,90,3,1
59,1,1,0,259,0,224,1,1
34,3,1,1,362,1,38,3,0
70,4,1,2,3782,0,618,1,0
33,11,0,3,5969,0,110,1,0
32,0,0,0,4344,1,79,2,0
38,1,1,0,6728,0,232,1,1
41,1,1,0,102,1,387,9,0
43,9,1,3,1517,0,45,1,0
47,3,1,1,4693,0,89,1,1
26,0,0,0,586,1,215,1,0
33,5,0,0,76,1,1141,4,1
33,0,0,0,-15,0,326,3,0
33,2,0,0,2881,0,289,1,1
55,4,1,1,2929,0,556,3,0
29,0,1,1,167,1,357,2,0
33,10,0,1,1049,0,126,4,0
38,1,1,3,573,1,87,1,0
44,8,0,2,1059,0,2093,1,1
27,10,1,0,254,1,194,1,0
40,2,1,0,4157,1,735,1,0
35,1,1,0,0,1,524,1,1
56,6,1,0,0,0,492,1,1
62,3,1,1,0,0,299,1,1
33,3,0,1,0,1,399,2,0
32,5,0,2,398,1,716,1,1
42,1,1,1,-805,0,103,6,0
50,5,0,2,1743,1,49,5,0
40,0,1,2,189,1,160,2,0
33,3,1,1,516,1,245,4,0
35,10,1,0,524,1,484,4,0
41,3,1,1,2226,0,182,2,1
29,5,0,0,415,0,161,1,0
56,8,2,2,1238,0,1558,1,1
27,0,1,0,1595,0,196,2,1
23,6,0,2,1003,0,8,1,1
27,1,0,0,261,1,236,2,0
52,5,1,0,5275,0,1029,3,0
36,3,2,1,81,0,560,1,1
43,0,0,0,733,1,282,1,1
29,3,0,0,703,1,236,1,1
73,4,1,2,508,0,176,1,1
57,1,1,0,589,1,198,1,0
43,3,2,3,7702,0,108,7,0
36,1,0,0,301,1,367,1,0
42,5,1,2,-181,1,297,3,0
27,1,0,0,337,0,23,1,1
34,5,1,0,2495,1,924,1,1
29,0,0,0,127,1,314,1,0
42,1,1,1,921,0,531,3,1
31,10,0,1,1657,1,872,1,1
47,7,2,0,186,0,112,2,0
58,0,1,0,2160,1,1090,1,1
31,3,0,1,518,1,399,1,0
60,10,1,1,10861,0,98,1,1
22,11,0,0,216,0,178,1,1
66,1,1,0,0,0,751,1,1
37,3,1,1,4089,1,289,2,1
40,1,1,0,-496,0,22,2,0
33,5,1,0,0,0,454,6,1
52,3,1,1,0,0,106,2,0
44,1,1,0,7863,0,59,6,0
32,11,0,0,1102,0,194,1,1
28,1,0,0,1363,0,79,1,1
29,2,1,0,57,1,342,9,0
46,5,1,0,624,1,201,1,0
25,11,0,0,3090,0,139,1,0
50,5,2,0,881,1,162,1,0
56,2,0,0,-40,1,311,1,1
49,1,1,0,808,1,1232,1,1
31,6,0,0,315,0,130,1,0
35,3,2,1,859,1,1554,1,1
26,5,1,2,133,0,57,3,0
84,4,2,2,639,0,353,3,1
38,1,0,0,1019,1,249,1,0
40,1,0,1,1646,1,215,1,1
32,5,2,0,880,1,112,1,0
49,1,0,0,1377,0,935,1,1
26,1,0,0,507,0,380,1,1
52,1,1,1,0,0,409,1,0
32,5,1,2,-94,1,308,1,0
34,10,1,0,-56,1,248,3,0
48,1,2,1,2328,0,129,7,0
43,3,2,1,-410,0,189,1,0
36,5,0,0,2235,1,287,2,0
28,11,0,0,1377,1,688,2,1
34,1,1,1,178,1,85,1,0
32,3,1,1,6138,0,519,2,1
31,2,0,0,3,1,41,1,0
25,2,1,0,50,1,342,1,0
23,5,0,0,492,1,638,1,1
76,4,2,2,2693,0,107,2,1
36,8,1,2,78,1,2692,9,1
27,11,0,1,13107,1,661,1,1
43,5,1,3,245,1,829,1,0
52,5,1,0,-519,1,442,8,1
62,4,1,1,2557,1,211,1,1
35,1,0,1,0,0,187,7,1
36,3,1,1,8564,1,125,1,0
58,4,1,2,565,0,876,1,1
35,2,1,3,618,0,951,1,1
27,0,1,0,-97,1,1528,2,1
51,8,1,2,618,1,69,1,0
27,1,0,0,1842,1,687,2,0
34,5,1,0,640,1,636,2,1
40,5,1,0,1844,1,231,1,0
50,0,1,0,1575,0,407,1,0
51,5,1,2,3764,0,450,3,1
43,3,2,1,2367,0,173,2,1
33,3,0,1,2637,0,583,17,1
50,2,1,0,1595,0,882,1,1
45,3,0,1,1411,0,800,2,1
60,0,1,0,3735,0,190,1,1
33,5,2,0,3546,1,777,2,1
38,7,1,0,65,0,173,1,0
38,1,0,1,0,0,247,2,0
31,0,0,0,410,0,342,1,1
28,1,0,1,2489,1,342,2,1
34,1,0,0,85,1,1182,4,1
27,5,1,0,4333,0,163,1,1
58,6,0,1,2094,0,161,2,0
45,0,0,0,-11,1,247,1,0
31,6,1,0,314,1,1341,3,1
41,3,1,1,0,0,1242,5,1
46,1,1,0,1590,1,59,2,0
33,11,1,0,1536,0,258,2,1
31,11,1,2,46,1,487,1,1
34,0,1,0,79,1,83,1,0
44,5,1,2,103,1,79,1,0
31,5,1,2,292,1,30,18,0
78,4,1,3,38,0,156,1,0
37,0,1,2,214,1,645,1,1
59,3,2,1,258,1,33,1,0
26,5,0,0,592,1,174,1,0
34,8,1,1,677,0,37,2,0
39,1,1,0,1587,1,108,2,1
34,3,1,0,369,0,868,3,1
59,5,1,2,1939,0,172,1,1
47,9,1,3,194,0,108,1,0
32,5,1,0,4996,1,205,2,0
32,11,1,0,833,1,227,5,0
34,1,1,0,133,0,171,2,1
33,6,1,0,1211,0,456,1,1
30,1,0,1,1289,1,1697,2,1
42,0,2,0,527,0,181,1,1
35,3,1,1,-10,1,168,2,0
41,7,1,0,8491,1,929,1,1
24,3,0,1,393,0,1298,1,1
41,1,1,1,67,1,814,1,1
60,4,1,3,209,0,391,3,1
25,5,0,0,-375,1,61,2,0
38,3,0,1,427,1,17,3,0
27,0,0,3,861,0,212,4,1
37,2,0,0,1045,0,406,2,1
36,2,1,0,1746,1,15,1,0
48,0,1,0,-30,1,133,1,0
73,4,1,2,542,0,355,1,1
31,3,0,1,-160,1,202,2,0
37,1,0,0,1130,0,152,1,1
32,3,0,1,0,0,550,4,1
38,3,0,1,3646,1,1710,2,1
21,11,0,0,215,0,382,1,1
51,0,1,0,4178,1,556,1,0
48,5,2,2,24,1,832,1,1
51,0,1,3,-1137,1,567,3,0
35,5,0,0,-482,1,472,1,0
24,5,1,0,685,1,896,3,1
35,2,1,0,142,1,315,2,0
41,3,2,1,25,1,117,2,1
45,0,2,0,397,1,582,1,1
31,7,0,0,379,1,570,2,0
45,7,1,2,5315,1,262,2,0
45,3,1,0,21,1,788,2,0
52,6,1,2,959,0,694,2,1
25,10,0,0,1242,1,615,2,1
26,1,0,0,2002,0,146,1,1
47,4,1,0,-71,1,293,5,0
27,2,0,0,1820,1,1027,1,1
35,7,1,1,-31,1,171,2,0
43,0,2,0,729,1,668,2,0
33,3,0,1,4128,1,456,6,0
26,5,1,0,557,1,282,2,0
28,1,0,0,250,0,133,1,0
48,7,1,1,-392,0,725,4,1
31,3,2,1,373,0,132,6,1
36,3,0,1,13,0,106,1,0
49,5,1,2,1032,1,41,5,0
35,3,0,1,243,1,102,3,0
34,5,1,0,577,0,337,1,0
34,0,0,0,598,1,365,1,0
53,1,1,0,480,0,648,2,1
28,10,1,0,-522,1,638,2,1
49,2,1,0,202,1,651,2,1
29,2,1,0,3748,0,322,3,0
41,5,0,2,22,1,152,1,0
35,5,1,0,0,1,543,1,1
55,3,1,0,2410,1,135,1,0
32,3,0,1,1742,0,231,2,0
40,3,1,1,-63,0,196,1,0
57,4,1,0,1841,0,302,1,1
31,3,0,1,0,0,191,5,0
22,11,0,0,948,0,169,1,1
59,4,1,0,136,0,301,4,0
22,11,0,0,3982,0,206,1,1
52,0,1,0,1228,1,218,1,1
26,5,1,0,246,1,1143,3,1
27,11,0,0,2614,0,143,2,1
45,0,2,1,1506,0,365,4,1
72,4,1,1,3561,0,511,3,1
32,5,1,0,328,1,132,1,0
49,3,1,1,1311,1,813,1,1
49,0,1,0,0,0,115,2,0
31,7,2,0,290,1,230,1,0
74,4,1,0,935,0,400,1,1
40,5,2,2,54,1,10,5,0
67,4,1,0,203,0,405,1,1
32,2,1,0,-34,1,1236,2,1
58,6,1,0,687,1,221,1,1
38,2,1,1,0,1,239,1,0
52,1,0,0,36,1,335,1,0
50,8,1,1,6181,0,1162,2,0
41,1,0,1,1646,1,172,3,1
39,3,1,2,1873,0,161,2,0
53,8,1,2,2581,0,828,1,1
55,5,1,2,158,1,176,18,0
36,1,1,0,432,1,94,1,0
49,5,1,0,1946,0,486,1,1
59,5,1,2,229,1,19,1,0
38,10,1,0,215,1,70,1,0
30,3,0,1,19358,0,258,2,0
60,3,1,1,3387,0,636,2,0
43,1,1,0,2344,1,111,2,0
37,3,0,1,8828,0,1010,3,1
35,3,0,1,916,1,460,2,1
49,10,1,0,2061,1,137,3,0
33,5,1,2,-132,1,170,6,0
62,4,1,0,3114,0,243,2,1
41,6,2,0,271,1,196,2,0
43,3,0,1,0,0,155,2,0
60,2,0,2,313,1,920,2,1
42,1,1,1,757,0,354,1,1
51,5,1,2,0,0,166,2,0
28,11,0,1,2306,0,140,2,0
40,8,0,1,7441,0,1461,6,1
26,5,0,0,-36,1,482,2,1
44,3,1,1,126,1,92,1,0
31,1,0,1,23,0,121,3,0
33,10,0,1,658,1,93,1,0
35,1,1,1,22,0,109,1,0
56,0,1,0,5310,0,74,1,0
37,1,1,3,189,0,162,2,1
42,0,2,0,936,0,931,1,1
24,3,0,1,1030,0,396,2,1
24,11,0,1,235,0,98,1,1
36,2,1,0,394,0,324,1,1
64,4,1,2,48,0,167,3,1
55,5,1,3,6134,0,127,2,0
39,0,0,0,2854,1,64,1,0
45,1,0,1,1591,0,392,4,0
50,2,0,0,1716,1,272,1,0
56,5,1,2,8163,0,1231,4,1
57,3,1,1,256,0,304,2,1
35,3,1,1,365,0,168,2,0
35,1,1,0,13658,1,220,2,0
28,5,1,0,-185,1,170,1,0
57,4,2,2,0,0,125,2,0
35,3,2,1,3837,1,1084,1,1
28,10,0,0,5679,1,701,4,1
26,0,0,1,3730,1,93,1,0
45,8,1,0,360,0,215,1,1
39,0,1,0,1595,1,102,2,0
40,0,1,0,260,1,306,1,1
36,3,1,1,-547,1,267,1,0
60,3,1,1,73,0,243,2,1
59,0,1,0,2552,0,125,3,0
37,1,1,2,0,1,76,4,0
51,1,1,0,-1944,1,623,1,1
39,1,1,2,1846,0,306,5,0
32,2,0,3,2378,0,1132,2,1
30,9,0,3,6929,0,341,1,0
60,5,1,0,2879,1,122,1,0
26,1,0,0,223,0,1002,3,1
54,0,1,3,140,0,473,2,1
45,0,1,0,236,0,703,2,1
32,0,0,0,6981,1,154,1,0
27,1,0,1,393,0,165,2,1
29,3,0,1,502,0,968,1,1
35,10,0,0,951,1,220,2,0
60,4,1,0,11,0,265,1,1
32,5,1,0,2263,0,113,2,0
39,5,1,0,62,1,877,3,1
36,1,0,0,265,1,348,1,0
39,2,1,0,52,0,1420,3,1
36,0,1,0,1314,1,330,3,0
50,2,1,0,901,1,8,6,0
33,1,1,0,0,1,163,2,0
41,1,1,0,965,0,336,10,1
32,5,1,2,3136,1,820,1,1
43,1,0,0,34,0,29,1,0
34,2,0,0,528,1,121,3,1
59,5,1,2,6212,1,574,2,0
40,3,1,0,2596,0,236,1,0
38,7,1,1,7752,1,138,4,0
27,0,0,1,138,0,89,2,1
40,2,1,0,0,1,43,1,0
32,5,1,0,43,1,173,2,0
30,11,0,1,7529,0,175,6,1
30,0,0,0,313,1,1121,2,1
31,2,0,0,205,1,465,1,0
33,3,0,1,349,0,182,1,0
43,3,1,1,136,0,120,2,0
41,8,1,0,879,0,1053,2,1
34,2,1,0,1337,0,255,2,1
28,3,0,1,957,0,915,2,1
59,9,2,3,27,0,347,3,0
35,5,1,0,262,0,331,1,1
25,0,0,1,220,0,68,1,0
37,3,1,1,6771,0,337,1,1
32,1,0,0,3297,0,99,2,0
42,0,1,0,6445,1,20,8,0
27,3,0,1,446,0,205,3,0
53,1,1,0,287,0,13,5,0
33,3,1,1,3401,0,253,1,1
33,3,0,1,576,0,220,1,0
45,1,0,1,0,0,87,4,0
44,3,1,1,423,0,2330,5,1
33,7,0,1,300,1,922,5,1
33,2,1,0,1697,0,179,1,1
56,2,1,0,642,1,16,1,0
32,0,0,0,-32,0,320,1,0
28,3,0,1,185,0,651,2,0
25,11,0,1,326,0,390,1,1
38,2,2,0,61,0,636,1,1
58,5,1,2,1357,1,150,2,0
52,5,2,2,-191,1,755,1,1
30,6,0,1,1159,0,366,1,1
76,4,1,0,4112,0,282,2,1
36,5,1,2,1503,0,138,1,0
40,2,1,0,471,1,430,4,1
51,10,1,0,4920,0,392,2,0
26,11,0,1,1134,0,464,4,1
49,0,2,0,1718,0,211,1,1
33,7,1,0,5809,1,219,4,0
27,0,0,0,192,0,1076,17,1
39,3,0,1,1234,0,64,4,0
32,2,1,0,0,0,105,6,0
54,3,1,3,24,0,12,10,0
48,3,2,1,700,1,488,2,0
33,5,1,0,1464,1,588,3,1
35,5,1,0,0,1,519,1,0
32,1,0,3,491,0,251,2,1
55,6,1,0,512,0,70,1,0
42,0,1,0,-1386,1,56,4,0
32,6,1,3,881,0,79,5,0
32,0,0,0,184,1,230,4,0
42,9,0,3,942,0,245,1,1
26,2,0,0,-481,1,595,5,0
41,9,0,3,942,0,143,1,1
33,6,0,0,2066,0,305,1,1
52,2,2,0,36,1,930,1,1
51,3,1,1,346,0,122,1,1
35,1,2,0,0,0,124,4,0
34,9,0,0,859,0,829,1,1
43,6,1,1,0,0,745,1,1
26,2,0,0,209,1,319,2,0
44,3,1,0,13054,1,471,2,0
28,3,0,1,320,1,239,1,0
34,8,1,1,0,0,148,1,1
46,5,1,0,2603,1,50,3,0
26,0,0,0,96,0,606,1,0
19,11,0,0,329,0,252,2,1
35,3,1,1,867,1,230,3,1
40,5,0,2,1530,1,8,3,0
49,3,1,1,413,0,196,4,0
37,0,0,0,309,1,58,3,0
27,0,1,1,346,0,212,1,1
51,3,2,1,119,0,200,1,0
49,3,1,3,0,0,99,2,0
54,1,1,1,4582,1,165,1,0
28,5,1,0,61,1,253,1,1
49,1,1,0,550,1,412,2,0
35,3,1,1,2583,0,210,1,0
36,3,1,1,242,1,20,1,0
35,1,1,1,7050,0,278,3,1
46,7,2,0,-563,0,769,4,1
30,2,0,0,245,0,187,2,0
35,7,1,0,1309,1,73,3,0
27,11,0,0,279,0,323,1,1
34,0,2,0,140,1,81,2,0
34,5,1,0,751,1,1303,1,1
38,1,0,0,145,1,109,2,0
32,5,1,3,1267,1,66,2,0
31,1,0,1,424,0,106,1,0
61,4,1,0,1058,0,218,2,1
26,1,0,0,354,0,586,1,1
59,8,1,0,454,0,162,1,0
59,4,1,0,1521,1,1125,2,1
25,1,0,0,0,0,634,1,1
55,5,1,0,0,0,614,2,1
46,3,1,1,460,0,56,1,0
40,6,1,0,1077,1,148,2,0
35,2,1,0,152,1,563,1,1
44,2,2,0,608,1,19,30,0
70,4,1,0,1853,0,314,1,1
56,5,1,2,0,1,1222,1,1
33,1,0,0,66,0,157,2,1
35,3,0,1,1496,1,73,4,0
43,3,1,1,0,0,25,19,0
48,5,1,2,456,1,289,1,0
28,5,0,2,0,1,380,4,0
39,0,0,0,2263,1,1158,9,1
44,0,1,0,497,1,321,3,0
32,3,0,1,3283,0,623,2,1
30,0,1,0,8781,1,898,1,1
42,2,0,0,247,1,114,2,0
35,1,0,1,122,0,49,5,0
35,3,0,1,681,0,737,1,1
45,8,2,2,221,0,93,1,0
45,0,1,0,925,0,406,2,1
38,3,1,1,1199,0,178,1,1
34,0,1,2,0,1,1020,1,1
41,6,0,2,216,0,577,3,1
34,3,1,1,3301,1,485,2,1
25,5,0,2,-289,1,56,2,0
31,3,1,1,3914,0,266,1,0
42,3,1,1,0,0,81,3,0
36,3,1,1,806,1,106,2,0
55,4,1,0,2312,0,60,1,0
36,2,2,0,115,0,201,1,0
50,5,1,3,605,1,200,1,0
28,3,0,1,3796,0,315,2,1
39,0,1,3,378,0,17,5,0
38,3,1,1,1199,0,482,1,1
25,6,0,2,129,0,176,3,1
26,1,0,0,0,0,65,26,0
38,3,1,1,1477,0,385,3,1
32,3,0,0,2018,0,1238,1,1
36,3,0,1,3343,0,307,1,0
60,3,1,0,544,0,95,7,1
47,1,1,1,2155,0,178,3,0
35,5,0,0,3623,0,160,1,1
23,2,0,0,488,0,205,1,1
54,8,2,1,9,0,136,3,0
51,0,2,0,228,1,136,1,0
34,2,1,0,1182,1,124,1,0
57,5,1,2,2112,0,1134,2,1
52,3,1,1,31,0,135,1,1
42,0,2,0,153,1,844,1,1
37,5,1,2,89,0,336,4,0
45,0,1,0,25,1,82,4,0
45,5,1,2,6691,0,211,2,0
61,3,1,1,267,0,192,3,1
32,1,0,1,3818,0,100,4,0
44,3,1,1,3091,1,331,4,0
39,3,2,1,224,0,208,1,1
36,1,2,0,1451,1,192,4,1
38,3,0,1,427,1,253,1,0
47,5,1,2,4227,1,659,1,1
36,10,2,1,1354,1,1723,1,1
31,3,1,1,1032,0,284,1,1
56,1,1,1,1476,0,40,3,0
40,5,0,0,1066,1,171,1,0
37,0,2,0,3975,1,163,2,0
36,3,0,1,538,0,339,1,1
28,5,0,0,-284,1,162,1,0
34,3,1,1,39,0,160,1,0
32,2,1,0,144,1,260,11,0
31,10,0,1,91,0,206,1,0
33,5,0,0,498,0,338,2,1
30,1,1,0,-306,1,372,1,0
40,0,1,0,824,1,359,1,0
28,1,0,1,0,1,269,1,1
60,1,1,0,0,0,641,4,1
60,0,1,0,-396,1,443,1,0
33,3,0,1,561,0,104,1,0
30,2,0,0,-114,1,396,2,0
33,3,1,1,0,1,54,3,0
38,0,1,0,1839,0,63,2,0
60,4,1,0,1853,0,408,1,1
48,3,1,1,2351,0,150,1,1
58,3,1,1,256,0,422,1,1
53,5,1,0,0,1,407,2,0
38,3,1,1,590,0,49,2,0
39,1,0,0,1104,0,395,2,1
52,8,1,2,256,0,137,1,0
48,5,1,0,3776,0,254,4,0
38,1,2,0,902,1,650,1,1
44,5,1,0,3060,1,113,1,0
77,4,2,1,4659,0,161,1,1
31,1,1,0,106,1,101,13,0
39,3,1,1,937,0,144,4,1
31,1,0,0,271,1,269,1,0
72,4,1,0,1129,0,208,1,1
61,4,1,1,2557,1,89,1,1
37,0,0,1,869,0,60,8,0
33,2,1,0,930,0,149,2,0
42,6,1,2,-581,1,224,1,0
65,4,1,2,493,0,622,1,0
39,3,0,1,202,1,59,1,0
27,11,0,1,3733,1,198,1,1
31,3,2,1,883,1,168,1,0
41,6,0,1,79,0,394,1,1
33,2,0,3,2297,0,527,1,1
57,4,1,0,0,1,127,1,0
63,4,1,0,2030,0,61,6,0
31,3,1,1,10884,0,294,3,1
57,3,1,1,10583,0,295,3,1
52,2,1,0,657,0,398,2,1
37,3,1,1,1113,0,265,2,1
40,1,1,2,284,1,1332,2,1
33,7,1,1,606,1,194,1,0
30,2,0,0,-271,1,609,1,1
58,9,1,3,68,0,268,1,1
46,5,2,2,219,1,729,1,1
53,5,1,0,913,1,730,1,0
51,5,2,2,5,0,600,2,1
31,1,0,0,253,0,262,1,0
21,11,0,2,423,0,104,5,1
33,1,1,0,348,1,263,2,0
46,5,1,2,-44,0,16,13,0
24,0,0,1,674,1,267,1,1
33,5,0,0,498,0,301,1,1
45,0,2,3,857,0,49,7,0
37,2,0,0,608,0,380,3,0
40,1,1,0,192,1,16,8,0
54,2,1,0,131,0,252,2,0
28,3,0,1,385,0,79,4,0
36,7,1,0,546,0,297,3,0
52,5,1,2,1624,0,114,3,0
53,3,1,1,1624,0,284,3,1
38,1,0,0,1655,0,392,2,0
54,3,2,1,-449,1,691,1,1
43,3,0,1,11891,0,821,5,1
30,1,0,0,2567,0,813,4,1
30,0,0,0,613,1,180,2,0
33,5,1,2,331,1,139,3,0
33,0,0,0,5,1,934,2,1
34,0,1,1,788,1,269,1,0
53,0,2,0,0,1,1452,1,1
53,2,2,2,-291,1,591,1,1
52,3,1,1,576,0,762,3,1
28,3,0,0,-994,1,174,2,0
35,1,0,0,183,0,516,2,0
51,5,1,0,700,0,237,4,0
42,6,1,3,970,1,691,10,1
69,4,1,0,0,0,412,2,1
38,3,1,1,1308,1,626,1,1
36,3,1,0,1898,1,233,1,0
26,0,0,0,766,0,457,2,1
47,3,0,1,255,0,802,4,1
35,3,1,0,533,0,221,12,0
33,5,1,0,0,1,305,3,0
30,3,0,1,596,0,125,2,0
56,4,1,0,878,0,123,3,0
33,5,1,2,934,1,244,2,0
36,3,0,1,442,1,102,3,0
34,6,1,0,428,1,221,2,0
32,3,0,1,520,0,443,2,1
50,10,1,2,0,0,125,4,0
31,0,1,0,368,1,414,5,0
20,11,0,0,215,0,175,1,1
30,2,0,1,803,0,243,1,0
55,6,1,2,8585,0,201,2,0
31,3,0,1,424,0,224,2,0
32,2,0,0,152,1,158,2,1
30,5,0,0,1012,1,22,3,0
28,11,0,0,28,0,220,2,0
29,5,1,2,5,0,321,1,1
44,7,0,3,323,0,332,2,1
30,1,0,0,194,0,60,3,0
72,0,1,2,2321,0,221,2,1
30,10,0,0,1031,0,7,1,0
35,5,1,2,624,1,163,1,0
26,11,0,1,294,0,208,2,1
31,3,1,1,325,1,1139,2,1
30,5,1,0,2850,0,181,2,0
30,1,1,0,394,0,216,13,0
43,0,0,0,6,0,58,1,0
32,3,0,1,2069,0,545,1,1
39,2,1,1,1493,0,912,3,1
33,2,1,0,3444,1,144,1,1
35,5,1,2,2878,1,140,2,0
42,5,1,2,784,0,428,3,0
46,0,1,0,22,0,388,6,1
54,10,1,1,368,0,7,4,0
59,3,2,1,0,1,52,8,0
53,3,2,1,2679,0,295,3,1
40,1,1,0,42,0,1842,2,1
33,0,1,1,79,1,389,1,1
47,1,1,1,2408,0,376,1,1
40,5,2,2,737,1,102,1,0
32,1,1,0,473,0,292,3,1
34,3,0,1,575,0,116,1,1
50,7,1,2,237,1,184,4,0
30,1,0,0,925,0,240,1,0
32,7,0,1,7641,1,39,10,0
48,3,2,1,148,0,152,2,0
30,0,0,0,98,1,100,5,0
41,5,1,0,2157,1,154,2,0
44,10,1,2,414,1,138,1,0
45,5,1,0,61,1,208,1,0
47,10,1,1,0,0,28,1,0
61,4,1,0,2917,0,215,1,1
42,3,1,1,144,0,148,1,1
42,3,1,1,2665,1,280,2,1
59,2,1,0,2965,1,1970,3,1
47,0,2,0,2232,0,439,1,1
31,3,1,0,1064,0,60,1,0
40,3,1,2,395,1,232,4,1
50,8,1,1,5260,1,51,2,0
25,11,0,0,8,0,107,2,1
27,2,0,0,139,0,165,3,0
26,1,1,0,267,1,817,2,1
50,3,1,1,72,0,171,13,0
32,3,0,1,1966,0,176,3,0
25,5,0,0,0,0,163,1,1
29,7,0,1,219,1,76,2,0
38,5,0,0,2580,1,1691,2,1
42,5,1,0,879,1,140,1,0
52,4,1,3,293,0,706,1,1
27,8,1,0,65,1,59,1,0
30,1,0,0,133,1,113,2,0
44,7,1,1,624,0,552,2,1
73,4,2,2,5028,0,696,10,1
48,3,1,2,1744,0,181,1,0
41,2,1,0,205,1,91,1,0
43,4,1,2,7298,0,36,2,0
31,3,1,1,40,0,118,2,0
32,5,0,0,-84,1,426,1,0
28,1,0,1,558,1,300,1,0
60,3,1,1,553,1,343,1,0
60,0,1,0,7336,0,494,1,0
28,5,0,2,431,1,68,2,0
29,3,0,1,600,1,170,5,0
39,2,2,0,282,1,243,1,0
34,5,1,0,157,1,254,2,0
30,3,1,1,2994,1,156,1,0
40,3,1,1,9366,0,69,3,1
31,3,0,1,3,0,406,2,0
57,4,0,1,842,0,284,3,1
38,6,1,0,995,0,84,1,0
46,3,1,0,5559,0,483,1,0
37,3,1,1,5106,0,244,1,1
30,2,0,3,138,1,187,1,0
53,6,2,0,587,0,561,1,1
29,3,0,1,573,1,190,4,0
56,10,1,1,411,0,145,4,0
35,1,0,0,1609,1,288,3,0
53,4,1,2,0,0,747,1,0
60,4,1,0,197,0,1386,1,0
59,3,1,1,0,1,392,1,1
37,0,0,0,9,1,165,1,0
25,5,0,2,17,1,97,2,0
41,1,1,0,0,0,141,2,0
46,3,1,1,242,0,120,2,1
36,3,1,1,9324,1,138,8,0
57,4,1,2,1532,0,286,3,0
59,0,1,0,2145,0,273,2,0
35,7,1,1,1859,1,227,2,0
34,3,1,1,589,0,300,1,1
38,5,1,2,190,1,623,1,1
73,4,1,0,2850,0,300,1,1
42,5,1,2,170,1,51,41,0
58,3,1,0,37,0,84,11,0
55,3,2,1,2383,0,1019,2,1
41,3,1,1,4063,1,14,5,0
42,1,0,1,2625,0,2516,2,1
35,7,0,1,-880,0,77,3,0
43,3,1,0,107,1,135,1,1
27,5,0,0,535,0,159,1,1
30,1,2,0,3100,1,154,4,0
31,2,1,0,28,1,101,1,0
37,7,1,2,8,1,46,1,0
54,3,1,1,1938,1,81,7,0
39,1,1,0,24,1,79,4,0
44,5,1,2,140,1,7,9,0
42,1,1,0,473,1,216,5,0
47,5,1,2,304,1,185,1,0
49,5,1,0,298,1,264,2,0
51,5,1,2,0,0,85,1,0
34,0,0,0,151,1,590,1,1
52,1,1,1,2557,0,340,1,1
43,5,1,2,56,0,365,2,0
48,5,1,0,7408,0,101,2,0
62,4,1,2,1742,0,167,2,1
38,7,1,0,2139,1,576,1,0
31,2,0,0,1709,0,944,3,1
41,0,1,1,5426,1,149,2,0
47,7,1,0,0,0,1446,1,1
42,5,1,2,402,0,31,7,0
